en,fr
"Innovation, creativity, development comes not from the ideas in our mind alone.","L'innovation, la créativité, le développement ne viennent pas des idées dans notre seul esprit."
They come from the ideas in our mind that are also fueled by some conviction in our heart.,Ils viennent des idées dans notre esprit qui sont également alimentées par une certaine conviction dans notre cœur.
"And it's that mind-heart connection that I believe compels us to not just be attentive to all the bright and dazzly things, but also the dark and difficult things.","Et c'est ce lien entre l'esprit et le cœur qui je crois nous oblige non seulement à être attentif à toutes les choses brillantes et éblouissantes, mais aussi à des choses sombres et difficiles."
"Vaclav Havel, the great Czech leader, talked about this.","Vaclav Havel, le grand dirigeant tchèque, a parlé de cela."
"He said, ""When we were in Eastern Europe and dealing with oppression, we wanted all kinds of things, but mostly what we needed was hope, an orientation of the spirit, a willingness to sometimes be in hopeless places and be a witness.""","Il a dit : « Quand nous subissions l'oppression en Europe de l'Est, nous voulions toutes sortes de choses, mais surtout ce dont nous avions besoin était l'espoir, une orientation de l'esprit, une volonté d'être parfois dans des lieux sans espoir et de témoigner. »"
Well that orientation of the spirit is very much at the core of what I believe even TED communities have to be engaged in.,Eh bien cette orientation de l'esprit est bien au cœur de ce en quoi je crois que même les communautés TED devraient s'engager.
"There is no disconnect around technology and design that will allow us to be fully human until we pay attention to suffering, to poverty, to exclusion, to unfairness, to injustice.","Il n'y a pas de déconnexion autour de la technologie et du design qui va nous permettre d'être pleinement humain jusqu'à ce que nous prêtions attention à la souffrance, à la pauvreté, à l'exclusion, à l'injustice, à l ’ iniquité."
Now I will warn you that this kind of identity is a much more challenging identity than ones that don't pay attention to this.,"Maintenant, je vais vous mettre en garde : ce type d'identité est une identité beaucoup plus difficile que celles qui ne font pas attention à cette question."
It will get to you.,Elle s'emparera de vous.
"I had the great privilege, when I was a young lawyer, of meeting Rosa Parks.","J'ai eu le grand privilège, quand j'étais un jeune avocat, de rencontrer Rosa Parks."
"And Ms. Parks used to come back to Montgomery every now and then, and she would get together with two of her dearest friends, these older women, Johnnie Carr who was the organizer of the Montgomery bus boycott — amazing African-American woman — and Virginia Durr, a white woman, whose husband, Clifford Durr, represented Dr. King.","Mme Parks revenait à Montgomery de temps à autre, et elle se réunissait avec deux de ses amies les plus chères, ces femmes plus âgées, Johnnie Carr, qui était l'organisatrice du boycott des autobus de Montgomery - une afro-américaine étonnante - et Virginie Durr, une blanche, dont le mari, Clifford Durr, a représenté le Dr King."
And these women would get together and just talk.,Et ces femmes se réunissaient et parlaient.
"And every now and then Ms. Carr would call me, and she'd say, ""Bryan, Ms. Parks is coming to town.","Et de temps à autre Mme Carr m'appelait, et elle disait : « Bryan, Mme Parks va venir en ville."
We're going to get together and talk.,Nous allons nous réunir et parler.
"Do you want to come over and listen? ""And I'd say,"" Yes, Ma'am, I do. ""And she'd say,"" Well what are you going to do when you get here? ""I said,"" I'm going to listen. ""And I'd go over there and I would, I would just listen.","Voulez-vous venir et écouter ? » Et je disais : « Oui, Madame. » Et elle disait : « Eh bien, qu'allez-vous faire quand vous serez ici ? » J'ai dit : « Je vais écouter ». Et j'allais là-bas et je me contentais d'écouter."
It would be so energizing and so empowering.,C'était tellement énergisant et si stimulant.
"And one time I was over there listening to these women talk, and after a couple of hours Ms. Parks turned to me and she said, ""Now Bryan, tell me what the Equal Justice Initiative is.","Et une fois j'étais là-bas et j'écoutais parler ces femmes, et au bout de deux heures Mme Parks s'est tournée vers moi et elle a dit : « Maintenant, Bryan, dites-moi ce qu'est Equal Justice Initiative."
"Tell me what you're trying to do. ""And I began giving her my rap.",Dites-moi ce que vous essayez de faire. » Et j'ai commencé à tout lui raconter.
"I said, ""Well we're trying to challenge injustice.",J'ai dit : « Eh bien nous essayons de combattre l'injustice.
We're trying to help people who have been wrongly convicted.,Nous essayons d'aider les gens qui ont été condamnés à tort.
We're trying to confront bias and discrimination in the administration of criminal justice.,Nous essayons de confronter les préjugés et la discrimination dans l'administration de la justice pénale.
We're trying to end life without parole sentences for children.,Nous essayons de mettre fin aux condamnations à vie sans libération conditionnelle pour les enfants.
We're trying to do something about the death penalty.,Nous essayons de faire quelque chose pour la peine de mort.
We're trying to reduce the prison population.,Nous essayons de réduire la population carcérale.
"We're trying to end mass incarceration. """,Nous essayons de mettre fin à l'incarcération de masse. »
"I gave her my whole rap, and when I finished she looked at me and she said, ""Mmm mmm mmm."" She said, ""That's going to make you tired, tired, tired."" (Laughter) And that's when Ms. Carr leaned forward, she put her finger in my face, she said, ""That's why you've got to be brave, brave, brave.""","Je lui ai tout raconté, et quand j'ai fini, elle m'a regardé et elle a dit : « Mmm mmm mmm ». Elle a dit : « Ça va vous fatiguer, fatiguer, fatiguer. » (Rires) Et c'est à ce moment Mme Carr s'est avancée, elle a pointé son doigt vers mon visage et elle a dit : « C'est pourquoi tu dois être courageux, courageux, courageux. »"
And I actually believe that the TED community needs to be more courageous.,Et je crois vraiment que la communauté TED doit être plus courageuse.
"We need to find ways to embrace these challenges, these problems, the suffering. Because ultimately, our humanity depends on everyone's humanity.","Nous devons trouver des moyens de nous saisir de ces problèmes, de ces problèmes, de la souffrance, Parce que finalement, notre humanité dépend de l'humanité de chacun."
